Track,for,Arlene,2005,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
6/10/2005,6:05:00,21.571,N,84.82,W,0
6/10/2005,6:07:00,21.575,N,84.818,W,0
6/10/2005,6:09:00,21.579,N,84.817,W,0
6/10/2005,6:11:01,21.583,N,84.815,W,0
6/10/2005,6:13:01,21.587,N,84.814,W,0
6/10/2005,6:15:01,21.591,N,84.813,W,0
6/10/2005,6:17:01,21.595,N,84.811,W,0
6/10/2005,6:19:00,21.599,N,84.81,W,0
6/10/2005,6:21:00,21.603,N,84.808,W,0
6/10/2005,6:23:00,21.607,N,84.807,W,0
6/10/2005,6:25:00,21.611,N,84.805,W,0
6/10/2005,6:27:01,21.615,N,84.804,W,0
6/10/2005,6:29:01,21.619,N,84.802,W,0
6/10/2005,6:31:01,21.623,N,84.801,W,0
6/10/2005,6:33:00,21.627,N,84.799,W,0
6/10/2005,6:35:00,21.631,N,84.798,W,0
6/10/2005,6:37:00,21.635,N,84.797,W,0
6/10/2005,6:39:00,21.639,N,84.795,W,0
6/10/2005,6:41:01,21.643,N,84.794,W,0
6/10/2005,6:43:01,21.647,N,84.792,W,0
6/10/2005,6:45:01,21.651,N,84.791,W,0
6/10/2005,6:47:01,21.655,N,84.789,W,0
6/10/2005,6:49:00,21.659,N,84.788,W,0
6/10/2005,6:51:00,21.663,N,84.786,W,0
6/10/2005,6:53:00,21.667,N,84.785,W,0
6/10/2005,6:55:00,21.671,N,84.783,W,0
6/10/2005,6:57:01,21.675,N,84.782,W,0
6/10/2005,6:59:01,21.679,N,84.781,W,0
6/10/2005,7:01:01,21.683,N,84.779,W,0
6/10/2005,7:03:00,21.687,N,84.778,W,0
6/10/2005,7:05:00,21.691,N,84.776,W,0
6/10/2005,7:07:00,21.695,N,84.775,W,0
6/10/2005,7:09:00,21.699,N,84.773,W,0
6/10/2005,7:11:01,21.703,N,84.772,W,0
6/10/2005,7:13:01,21.707,N,84.77,W,0
6/10/2005,7:15:01,21.711,N,84.769,W,0
6/10/2005,7:17:01,21.715,N,84.767,W,0
6/10/2005,7:19:00,21.719,N,84.766,W,0
6/10/2005,7:21:00,21.723,N,84.765,W,0
6/10/2005,7:23:00,21.727,N,84.763,W,0
6/10/2005,7:25:00,21.731,N,84.762,W,0
6/10/2005,7:27:01,21.735,N,84.76,W,0
6/10/2005,7:29:01,21.739,N,84.759,W,0
6/10/2005,7:31:01,21.743,N,84.757,W,0
6/10/2005,7:33:00,21.747,N,84.756,W,0
6/10/2005,7:35:00,21.751,N,84.754,W,0
6/10/2005,7:37:00,21.755,N,84.753,W,0
6/10/2005,7:39:00,21.759,N,84.752,W,0
6/10/2005,7:41:01,21.763,N,84.75,W,0
6/10/2005,7:43:01,21.767,N,84.749,W,0
6/10/2005,7:45:01,21.771,N,84.747,W,0
6/10/2005,7:47:01,21.775,N,84.746,W,0
6/10/2005,7:49:00,21.779,N,84.744,W,0
6/10/2005,7:51:00,21.783,N,84.743,W,0
6/10/2005,7:53:00,21.787,N,84.741,W,0
6/10/2005,7:55:00,21.791,N,84.74,W,0
6/10/2005,7:57:01,21.795,N,84.738,W,0
6/10/2005,7:59:01,21.799,N,84.737,W,0
6/10/2005,8:01:01,21.803,N,84.736,W,0
6/10/2005,8:03:00,21.807,N,84.734,W,0
6/10/2005,8:05:00,21.811,N,84.733,W,0
6/10/2005,8:07:00,21.815,N,84.731,W,0
6/10/2005,8:09:00,21.819,N,84.73,W,0
6/10/2005,8:11:01,21.823,N,84.728,W,0
6/10/2005,8:13:01,21.827,N,84.727,W,0
6/10/2005,8:15:01,21.831,N,84.725,W,0
6/10/2005,8:17:01,21.835,N,84.724,W,0
6/10/2005,8:19:00,21.839,N,84.722,W,0
6/10/2005,8:21:00,21.843,N,84.721,W,0
6/10/2005,8:23:00,21.847,N,84.72,W,0
6/10/2005,8:25:00,21.851,N,84.718,W,0
6/10/2005,8:27:01,21.855,N,84.717,W,0
6/10/2005,8:29:01,21.859,N,84.715,W,0
6/10/2005,8:31:01,21.863,N,84.714,W,0
6/10/2005,8:33:00,21.867,N,84.712,W,0
6/10/2005,8:34:46,21.87,N,84.711,W,0
6/10/2005,8:36:45,21.88,N,84.713,W,0
6/10/2005,8:38:45,21.889,N,84.715,W,0
6/10/2005,8:40:45,21.899,N,84.718,W,0
6/10/2005,8:42:45,21.909,N,84.72,W,0
6/10/2005,8:44:46,21.919,N,84.722,W,0
6/10/2005,8:46:46,21.929,N,84.724,W,0
6/10/2005,8:48:46,21.939,N,84.726,W,0
6/10/2005,8:50:46,21.949,N,84.728,W,0
6/10/2005,8:52:45,21.959,N,84.73,W,0
6/10/2005,8:54:45,21.969,N,84.732,W,0
6/10/2005,8:56:45,21.979,N,84.734,W,0
6/10/2005,8:58:45,21.989,N,84.736,W,0
6/10/2005,9:00:46,21.999,N,84.737,W,0
6/10/2005,9:02:46,22.009,N,84.739,W,0
6/10/2005,9:04:46,22.019,N,84.74,W,0
6/10/2005,9:06:45,22.029,N,84.742,W,0
6/10/2005,9:08:45,22.039,N,84.743,W,0
6/10/2005,9:10:45,22.049,N,84.744,W,0
6/10/2005,9:12:45,22.058,N,84.745,W,0
6/10/2005,9:14:46,22.068,N,84.746,W,0
6/10/2005,9:16:46,22.078,N,84.747,W,0
6/10/2005,9:18:46,22.088,N,84.748,W,0
6/10/2005,9:20:46,22.098,N,84.748,W,0
6/10/2005,9:22:45,22.107,N,84.749,W,0
6/10/2005,9:24:45,22.117,N,84.749,W,0
6/10/2005,9:26:45,22.127,N,84.749,W,0
6/10/2005,9:28:45,22.136,N,84.749,W,0
6/10/2005,9:30:46,22.146,N,84.749,W,0
6/10/2005,9:32:46,22.155,N,84.749,W,0
6/10/2005,9:34:46,22.165,N,84.749,W,0
6/10/2005,9:36:45,22.174,N,84.748,W,0
6/10/2005,9:38:45,22.183,N,84.748,W,0
6/10/2005,9:40:24,22.191,N,84.747,W,0
6/10/2005,9:42:24,22.2,N,84.745,W,0
6/10/2005,9:44:24,22.209,N,84.743,W,0
6/10/2005,9:46:25,22.217,N,84.741,W,0
6/10/2005,9:48:25,22.226,N,84.739,W,0
6/10/2005,9:50:25,22.235,N,84.736,W,0
6/10/2005,9:52:25,22.244,N,84.734,W,0
6/10/2005,9:54:24,22.253,N,84.732,W,0
6/10/2005,9:56:24,22.262,N,84.73,W,0
6/10/2005,9:58:24,22.27,N,84.728,W,0
6/10/2005,10:00:24,22.279,N,84.726,W,0
6/10/2005,10:02:25,22.288,N,84.724,W,0
6/10/2005,10:04:25,22.297,N,84.722,W,0
6/10/2005,10:06:25,22.306,N,84.72,W,0
6/10/2005,10:08:25,22.314,N,84.718,W,0
6/10/2005,10:10:24,22.323,N,84.715,W,0
6/10/2005,10:12:24,22.332,N,84.713,W,0
6/10/2005,10:14:24,22.341,N,84.711,W,0
6/10/2005,10:16:25,22.35,N,84.709,W,0
6/10/2005,10:18:25,22.359,N,84.707,W,0
6/10/2005,10:20:25,22.367,N,84.705,W,0
6/10/2005,10:22:25,22.376,N,84.703,W,0
6/10/2005,10:24:24,22.385,N,84.701,W,0
6/10/2005,10:26:24,22.394,N,84.699,W,0
6/10/2005,10:28:24,22.403,N,84.696,W,0
6/10/2005,10:30:24,22.412,N,84.694,W,0
6/10/2005,10:32:25,22.42,N,84.692,W,0
6/10/2005,10:34:25,22.429,N,84.69,W,0
6/10/2005,10:36:25,22.438,N,84.688,W,0
6/10/2005,10:38:25,22.447,N,84.686,W,0
6/10/2005,10:40:24,22.456,N,84.684,W,0
6/10/2005,10:42:24,22.464,N,84.682,W,0
6/10/2005,10:44:24,22.473,N,84.68,W,0
6/10/2005,10:46:25,22.482,N,84.678,W,0
6/10/2005,10:48:25,22.491,N,84.675,W,0
6/10/2005,10:50:25,22.5,N,84.673,W,0
6/10/2005,10:52:25,22.509,N,84.671,W,0
6/10/2005,10:54:24,22.517,N,84.669,W,0
6/10/2005,10:56:24,22.526,N,84.667,W,0
6/10/2005,10:58:24,22.535,N,84.665,W,0
6/10/2005,11:00:13,22.543,N,84.663,W,0
6/10/2005,11:02:14,22.552,N,84.661,W,0
6/10/2005,11:04:14,22.562,N,84.66,W,0
6/10/2005,11:06:14,22.571,N,84.658,W,0
6/10/2005,11:08:14,22.58,N,84.657,W,0
6/10/2005,11:10:13,22.59,N,84.655,W,0
6/10/2005,11:12:13,22.599,N,84.654,W,0
6/10/2005,11:14:13,22.609,N,84.653,W,0
6/10/2005,11:16:14,22.618,N,84.651,W,0
6/10/2005,11:18:14,22.628,N,84.65,W,0
6/10/2005,11:20:14,22.637,N,84.649,W,0
6/10/2005,11:22:14,22.647,N,84.647,W,0
6/10/2005,11:24:13,22.656,N,84.646,W,0
6/10/2005,11:26:13,22.666,N,84.645,W,0
6/10/2005,11:28:13,22.676,N,84.644,W,0
6/10/2005,11:30:13,22.686,N,84.643,W,0
6/10/2005,11:32:14,22.696,N,84.642,W,0
6/10/2005,11:34:14,22.705,N,84.641,W,0
6/10/2005,11:36:14,22.715,N,84.64,W,0
6/10/2005,11:38:14,22.725,N,84.64,W,0
6/10/2005,11:40:13,22.735,N,84.639,W,0
6/10/2005,11:42:13,22.745,N,84.638,W,0
6/10/2005,11:44:13,22.756,N,84.637,W,0
6/10/2005,11:46:14,22.766,N,84.637,W,0
6/10/2005,11:48:14,22.776,N,84.636,W,0
6/10/2005,11:50:14,22.786,N,84.636,W,0
6/10/2005,11:52:14,22.796,N,84.635,W,0
6/10/2005,11:54:13,22.807,N,84.635,W,0
6/10/2005,11:56:13,22.817,N,84.635,W,0
6/10/2005,11:58:13,22.828,N,84.635,W,0
6/10/2005,12:00:13,22.838,N,84.634,W,0
6/10/2005,12:02:14,22.849,N,84.634,W,0
6/10/2005,12:04:14,22.86,N,84.634,W,0
6/10/2005,12:06:14,22.87,N,84.634,W,0
6/10/2005,12:08:14,22.881,N,84.634,W,0
6/10/2005,12:10:13,22.892,N,84.634,W,0
6/10/2005,12:12:13,22.903,N,84.635,W,0
6/10/2005,12:14:13,22.914,N,84.635,W,0
6/10/2005,12:16:14,22.925,N,84.635,W,0
6/10/2005,12:18:14,22.936,N,84.636,W,0
6/10/2005,12:20:14,22.947,N,84.636,W,0
6/10/2005,12:22:14,22.958,N,84.637,W,0
6/10/2005,12:24:13,22.969,N,84.637,W,0
6/10/2005,12:26:13,22.981,N,84.638,W,0
6/10/2005,12:28:13,22.992,N,84.639,W,0
6/10/2005,12:30:13,23.003,N,84.64,W,0
6/10/2005,12:32:14,23.015,N,84.641,W,0
6/10/2005,12:34:14,23.027,N,84.642,W,0
6/10/2005,12:36:14,23.038,N,84.643,W,0
6/10/2005,12:38:14,23.05,N,84.644,W,0
6/10/2005,12:40:13,23.062,N,84.645,W,0
6/10/2005,12:42:13,23.074,N,84.646,W,0
6/10/2005,12:44:13,23.085,N,84.648,W,0
6/10/2005,12:46:14,23.097,N,84.649,W,0
6/10/2005,12:48:14,23.109,N,84.651,W,0
6/10/2005,12:50:14,23.122,N,84.652,W,0
6/10/2005,12:52:14,23.134,N,84.654,W,0
6/10/2005,12:54:13,23.146,N,84.656,W,0
6/10/2005,12:56:13,23.158,N,84.657,W,0
6/10/2005,12:58:13,23.17,N,84.659,W,0
6/10/2005,13:00:13,23.183,N,84.661,W,0
6/10/2005,13:02:14,23.195,N,84.663,W,0
6/10/2005,13:04:14,23.207,N,84.665,W,0
6/10/2005,13:06:14,23.22,N,84.667,W,0
6/10/2005,13:08:14,23.232,N,84.669,W,0
6/10/2005,13:10:13,23.245,N,84.671,W,0
6/10/2005,13:12:13,23.258,N,84.673,W,0
6/10/2005,13:14:13,23.27,N,84.676,W,0
6/10/2005,13:16:14,23.283,N,84.678,W,0
6/10/2005,13:18:14,23.296,N,84.68,W,0
6/10/2005,13:20:14,23.308,N,84.682,W,0
6/10/2005,13:22:14,23.321,N,84.685,W,0
6/10/2005,13:24:13,23.334,N,84.687,W,0
6/10/2005,13:26:13,23.347,N,84.69,W,0
6/10/2005,13:28:13,23.36,N,84.692,W,0
6/10/2005,13:30:13,23.372,N,84.695,W,0
6/10/2005,13:32:14,23.385,N,84.698,W,0
6/10/2005,13:34:14,23.398,N,84.7,W,0
6/10/2005,13:36:14,23.411,N,84.703,W,0
6/10/2005,13:38:14,23.424,N,84.706,W,0
6/10/2005,13:40:13,23.437,N,84.708,W,0
6/10/2005,13:42:13,23.45,N,84.711,W,0
6/10/2005,13:44:13,23.463,N,84.714,W,0
6/10/2005,13:46:14,23.477,N,84.717,W,0
6/10/2005,13:48:14,23.49,N,84.72,W,0
6/10/2005,13:50:14,23.503,N,84.723,W,0
6/10/2005,13:52:14,23.516,N,84.726,W,0
6/10/2005,13:54:13,23.529,N,84.728,W,0
6/10/2005,13:56:13,23.542,N,84.731,W,0
6/10/2005,13:58:13,23.555,N,84.734,W,0
6/10/2005,14:00:13,23.569,N,84.737,W,0
6/10/2005,14:02:14,23.582,N,84.74,W,0
6/10/2005,14:04:14,23.595,N,84.743,W,0
6/10/2005,14:06:14,23.608,N,84.747,W,0
6/10/2005,14:08:14,23.621,N,84.75,W,0
6/10/2005,14:10:13,23.635,N,84.753,W,0
6/10/2005,14:12:13,23.648,N,84.756,W,0
6/10/2005,14:14:13,23.661,N,84.759,W,0
6/10/2005,14:16:14,23.674,N,84.762,W,0
6/10/2005,14:18:14,23.687,N,84.765,W,0
6/10/2005,14:20:14,23.701,N,84.768,W,0
6/10/2005,14:22:14,23.714,N,84.771,W,0
6/10/2005,14:24:13,23.727,N,84.775,W,0
6/10/2005,14:26:13,23.74,N,84.778,W,0
6/10/2005,14:28:13,23.753,N,84.781,W,0
6/10/2005,14:30:13,23.767,N,84.784,W,0
6/10/2005,14:32:14,23.78,N,84.787,W,0
6/10/2005,14:34:14,23.793,N,84.79,W,0
6/10/2005,14:36:14,23.806,N,84.793,W,0
6/10/2005,14:38:14,23.819,N,84.797,W,0
6/10/2005,14:40:13,23.832,N,84.8,W,0
6/10/2005,14:42:13,23.845,N,84.803,W,0
6/10/2005,14:44:13,23.858,N,84.806,W,0
6/10/2005,14:46:14,23.871,N,84.809,W,0
6/10/2005,14:48:14,23.884,N,84.812,W,0
6/10/2005,14:50:14,23.897,N,84.815,W,0
6/10/2005,14:52:14,23.91,N,84.818,W,0
6/10/2005,14:54:13,23.923,N,84.821,W,0
6/10/2005,14:56:13,23.936,N,84.825,W,0
6/10/2005,14:58:13,23.949,N,84.828,W,0
6/10/2005,15:00:13,23.962,N,84.831,W,0
6/10/2005,15:02:14,23.975,N,84.834,W,0
6/10/2005,15:04:14,23.987,N,84.837,W,0
6/10/2005,15:06:14,24,N,84.839,W,0
6/10/2005,15:08:14,24.013,N,84.842,W,0
6/10/2005,15:10:13,24.026,N,84.845,W,0
6/10/2005,15:12:13,24.038,N,84.848,W,0
6/10/2005,15:14:13,24.051,N,84.851,W,0
6/10/2005,15:16:14,24.063,N,84.854,W,0
6/10/2005,15:18:14,24.076,N,84.857,W,0
6/10/2005,15:20:14,24.088,N,84.859,W,0
6/10/2005,15:22:14,24.101,N,84.862,W,0
6/10/2005,15:24:13,24.113,N,84.865,W,0
6/10/2005,15:26:13,24.126,N,84.868,W,0
6/10/2005,15:28:13,24.138,N,84.87,W,0
6/10/2005,15:30:13,24.15,N,84.873,W,0
6/10/2005,15:32:14,24.163,N,84.875,W,0
6/10/2005,15:34:14,24.175,N,84.878,W,0
6/10/2005,15:36:14,24.187,N,84.88,W,0
6/10/2005,15:38:14,24.199,N,84.883,W,0
6/10/2005,15:40:13,24.211,N,84.885,W,0
6/10/2005,15:42:13,24.223,N,84.888,W,0
6/10/2005,15:44:13,24.235,N,84.89,W,0
6/10/2005,15:46:14,24.247,N,84.893,W,0
6/10/2005,15:48:14,24.259,N,84.895,W,0
6/10/2005,15:50:14,24.271,N,84.897,W,0
6/10/2005,15:52:14,24.283,N,84.9,W,0
6/10/2005,15:54:13,24.295,N,84.902,W,0
6/10/2005,15:56:13,24.306,N,84.904,W,0
6/10/2005,15:58:13,24.318,N,84.907,W,0
6/10/2005,16:00:14,24.33,N,84.909,W,0
6/10/2005,16:02:14,24.342,N,84.911,W,0
6/10/2005,16:04:14,24.353,N,84.913,W,0
6/10/2005,16:06:14,24.365,N,84.915,W,0
6/10/2005,16:08:14,24.376,N,84.917,W,0
6/10/2005,16:10:13,24.388,N,84.92,W,0
6/10/2005,16:12:13,24.4,N,84.922,W,0
6/10/2005,16:14:13,24.411,N,84.924,W,0
6/10/2005,16:16:13,24.423,N,84.926,W,0
6/10/2005,16:18:13,24.434,N,84.928,W,0
6/10/2005,16:20:13,24.445,N,84.93,W,0
6/10/2005,16:22:13,24.457,N,84.932,W,0
6/10/2005,16:24:14,24.468,N,84.934,W,0
6/10/2005,16:26:14,24.48,N,84.936,W,0
6/10/2005,16:28:14,24.491,N,84.938,W,0
6/10/2005,16:30:14,24.502,N,84.939,W,0
6/10/2005,16:32:14,24.513,N,84.941,W,0
6/10/2005,16:34:14,24.525,N,84.943,W,0
6/10/2005,16:36:14,24.536,N,84.945,W,0
6/10/2005,16:38:14,24.547,N,84.947,W,0
6/10/2005,16:40:13,24.558,N,84.949,W,0
6/10/2005,16:42:13,24.569,N,84.951,W,0
6/10/2005,16:44:13,24.581,N,84.952,W,0
6/10/2005,16:46:13,24.592,N,84.954,W,0
6/10/2005,16:48:13,24.603,N,84.956,W,0
6/10/2005,16:50:13,24.614,N,84.958,W,0
6/10/2005,16:52:13,24.625,N,84.959,W,0
6/10/2005,16:54:14,24.636,N,84.961,W,0
6/10/2005,16:56:14,24.647,N,84.963,W,0
6/10/2005,16:58:14,24.658,N,84.965,W,0
6/10/2005,17:00:14,24.669,N,84.966,W,0
6/10/2005,17:02:14,24.68,N,84.968,W,0
6/10/2005,17:04:14,24.691,N,84.97,W,0
6/10/2005,17:06:14,24.702,N,84.971,W,0
6/10/2005,17:08:14,24.713,N,84.973,W,0
6/10/2005,17:10:13,24.723,N,84.974,W,0
6/10/2005,17:12:13,24.734,N,84.976,W,0
6/10/2005,17:14:13,24.745,N,84.978,W,0
6/10/2005,17:16:13,24.756,N,84.979,W,0
6/10/2005,17:18:13,24.767,N,84.981,W,0
6/10/2005,17:20:13,24.778,N,84.982,W,0
6/10/2005,17:22:13,24.789,N,84.984,W,0
6/10/2005,17:24:14,24.799,N,84.986,W,0
6/10/2005,17:26:14,24.81,N,84.987,W,0
6/10/2005,17:28:14,24.821,N,84.989,W,0
6/10/2005,17:30:14,24.832,N,84.99,W,0
6/10/2005,17:32:14,24.842,N,84.992,W,0
6/10/2005,17:34:14,24.853,N,84.993,W,0
6/10/2005,17:36:14,24.864,N,84.995,W,0
6/10/2005,17:38:14,24.875,N,84.996,W,0
6/10/2005,17:40:13,24.885,N,84.998,W,0
6/10/2005,17:42:13,24.896,N,84.999,W,0
6/10/2005,17:44:13,24.907,N,85.001,W,0
6/10/2005,17:46:13,24.918,N,85.002,W,0
6/10/2005,17:48:13,24.928,N,85.004,W,0
6/10/2005,17:50:13,24.939,N,85.005,W,0
6/10/2005,17:52:13,24.95,N,85.007,W,0
6/10/2005,17:54:14,24.96,N,85.008,W,0
6/10/2005,17:56:14,24.971,N,85.01,W,0
6/10/2005,17:56:47,24.974,N,85.01,W,0
6/10/2005,17:58:48,24.985,N,85.011,W,0
6/10/2005,18:00:48,24.996,N,85.013,W,0
6/10/2005,18:02:48,25.006,N,85.014,W,0
6/10/2005,18:04:48,25.017,N,85.016,W,0
6/10/2005,18:06:48,25.027,N,85.017,W,0
6/10/2005,18:07:39,25.032,N,85.018,W,0
6/10/2005,18:09:39,25.039,N,85.023,W,0
6/10/2005,18:11:39,25.046,N,85.027,W,0
6/10/2005,18:13:39,25.054,N,85.032,W,0
6/10/2005,18:15:39,25.061,N,85.036,W,0
6/10/2005,18:17:39,25.068,N,85.041,W,0
6/10/2005,18:19:39,25.075,N,85.045,W,0
6/10/2005,18:21:40,25.082,N,85.05,W,0
6/10/2005,18:23:40,25.09,N,85.055,W,0
6/10/2005,18:25:40,25.097,N,85.059,W,0
6/10/2005,18:27:40,25.104,N,85.064,W,0
6/10/2005,18:29:40,25.111,N,85.068,W,0
6/10/2005,18:31:40,25.118,N,85.073,W,0
6/10/2005,18:33:40,25.126,N,85.077,W,0
6/10/2005,18:35:39,25.133,N,85.082,W,0
6/10/2005,18:37:39,25.14,N,85.087,W,0
6/10/2005,18:39:39,25.147,N,85.091,W,0
6/10/2005,18:41:39,25.154,N,85.096,W,0
6/10/2005,18:43:39,25.161,N,85.1,W,0
6/10/2005,18:45:39,25.169,N,85.105,W,0
6/10/2005,18:47:39,25.176,N,85.109,W,0
6/10/2005,18:49:39,25.183,N,85.114,W,0
6/10/2005,18:51:40,25.19,N,85.119,W,0
6/10/2005,18:53:40,25.197,N,85.123,W,0
6/10/2005,18:55:40,25.205,N,85.128,W,0
6/10/2005,18:57:40,25.212,N,85.132,W,0
6/10/2005,18:59:40,25.219,N,85.137,W,0
6/10/2005,19:01:40,25.226,N,85.141,W,0
6/10/2005,19:03:40,25.233,N,85.146,W,0
6/10/2005,19:05:39,25.241,N,85.151,W,0
6/10/2005,19:07:39,25.248,N,85.155,W,0
6/10/2005,19:09:39,25.255,N,85.16,W,0
6/10/2005,19:11:39,25.262,N,85.164,W,0
6/10/2005,19:13:39,25.269,N,85.169,W,0
6/10/2005,19:15:39,25.277,N,85.173,W,0
6/10/2005,19:17:39,25.284,N,85.178,W,0
6/10/2005,19:19:39,25.291,N,85.183,W,0
6/10/2005,19:21:40,25.298,N,85.187,W,0
6/10/2005,19:23:40,25.305,N,85.192,W,0
6/10/2005,19:25:40,25.312,N,85.196,W,0
6/10/2005,19:27:40,25.32,N,85.201,W,0
6/10/2005,19:29:40,25.327,N,85.205,W,0
6/10/2005,19:31:40,25.334,N,85.21,W,0
6/10/2005,19:33:40,25.341,N,85.215,W,0
6/10/2005,19:35:39,25.348,N,85.219,W,0
6/10/2005,19:37:39,25.356,N,85.224,W,0
6/10/2005,19:39:39,25.363,N,85.228,W,0
6/10/2005,19:41:39,25.37,N,85.233,W,0
6/10/2005,19:43:39,25.377,N,85.237,W,0
6/10/2005,19:45:39,25.384,N,85.242,W,0
6/10/2005,19:47:39,25.392,N,85.247,W,0
6/10/2005,19:49:39,25.399,N,85.251,W,0
6/10/2005,19:51:40,25.406,N,85.256,W,0
6/10/2005,19:53:40,25.413,N,85.26,W,0
6/10/2005,19:55:40,25.42,N,85.265,W,0
6/10/2005,19:57:40,25.428,N,85.269,W,0
6/10/2005,19:59:40,25.435,N,85.274,W,0
6/10/2005,20:01:40,25.442,N,85.279,W,0
6/10/2005,20:03:40,25.449,N,85.283,W,0
6/10/2005,20:05:39,25.456,N,85.288,W,0
6/10/2005,20:07:39,25.464,N,85.292,W,0
6/10/2005,20:09:39,25.471,N,85.297,W,0
6/10/2005,20:11:39,25.478,N,85.301,W,0
6/10/2005,20:13:39,25.485,N,85.306,W,0
6/10/2005,20:15:39,25.492,N,85.311,W,0
6/10/2005,20:17:39,25.499,N,85.315,W,0
6/10/2005,20:19:39,25.507,N,85.32,W,0
6/10/2005,20:21:40,25.514,N,85.324,W,0
6/10/2005,20:23:40,25.521,N,85.329,W,0
6/10/2005,20:25:40,25.528,N,85.333,W,0
6/10/2005,20:27:40,25.535,N,85.338,W,0
6/10/2005,20:29:40,25.543,N,85.343,W,0
6/10/2005,20:31:40,25.55,N,85.347,W,0
6/10/2005,20:33:40,25.557,N,85.352,W,0
6/10/2005,20:35:39,25.564,N,85.356,W,0
6/10/2005,20:37:39,25.571,N,85.361,W,0
6/10/2005,20:39:39,25.579,N,85.365,W,0
6/10/2005,20:41:39,25.586,N,85.37,W,0
6/10/2005,20:43:39,25.593,N,85.375,W,0
6/10/2005,20:45:39,25.6,N,85.379,W,0
6/10/2005,20:47:39,25.607,N,85.384,W,0
6/10/2005,20:49:39,25.615,N,85.388,W,0
6/10/2005,20:51:40,25.622,N,85.393,W,0
6/10/2005,20:53:40,25.629,N,85.397,W,0
6/10/2005,20:54:47,25.633,N,85.4,W,0
6/10/2005,20:56:47,25.64,N,85.405,W,0
6/10/2005,20:58:48,25.647,N,85.41,W,0
6/10/2005,21:00:48,25.654,N,85.415,W,0
6/10/2005,21:02:48,25.661,N,85.42,W,0
6/10/2005,21:04:48,25.668,N,85.425,W,0
6/10/2005,21:06:48,25.675,N,85.429,W,0
6/10/2005,21:08:48,25.682,N,85.434,W,0
6/10/2005,21:10:48,25.689,N,85.439,W,0
6/10/2005,21:12:47,25.696,N,85.444,W,0
6/10/2005,21:14:47,25.703,N,85.449,W,0
6/10/2005,21:16:47,25.71,N,85.454,W,0
6/10/2005,21:18:47,25.717,N,85.459,W,0
6/10/2005,21:20:47,25.724,N,85.464,W,0
6/10/2005,21:22:47,25.73,N,85.469,W,0
6/10/2005,21:24:47,25.737,N,85.474,W,0
6/10/2005,21:26:47,25.744,N,85.479,W,0
6/10/2005,21:28:48,25.751,N,85.485,W,0
6/10/2005,21:30:48,25.758,N,85.49,W,0
6/10/2005,21:32:48,25.765,N,85.495,W,0
6/10/2005,21:34:48,25.772,N,85.5,W,0
6/10/2005,21:36:48,25.779,N,85.505,W,0
6/10/2005,21:38:48,25.785,N,85.51,W,0
6/10/2005,21:40:48,25.792,N,85.515,W,0
6/10/2005,21:42:47,25.799,N,85.52,W,0
6/10/2005,21:44:47,25.806,N,85.526,W,0
6/10/2005,21:46:47,25.813,N,85.531,W,0
6/10/2005,21:48:47,25.82,N,85.536,W,0
6/10/2005,21:50:47,25.826,N,85.541,W,0
6/10/2005,21:52:47,25.833,N,85.546,W,0
6/10/2005,21:54:47,25.84,N,85.552,W,0
6/10/2005,21:56:47,25.847,N,85.557,W,0
6/10/2005,21:58:48,25.853,N,85.562,W,0
6/10/2005,22:00:48,25.86,N,85.567,W,0
6/10/2005,22:02:48,25.867,N,85.573,W,0
6/10/2005,22:04:48,25.874,N,85.578,W,0
6/10/2005,22:06:48,25.88,N,85.583,W,0
6/10/2005,22:08:48,25.887,N,85.589,W,0
6/10/2005,22:10:48,25.894,N,85.594,W,0
6/10/2005,22:12:47,25.901,N,85.6,W,0
6/10/2005,22:14:47,25.907,N,85.605,W,0
6/10/2005,22:16:47,25.914,N,85.61,W,0
6/10/2005,22:18:47,25.921,N,85.616,W,0
6/10/2005,22:20:47,25.927,N,85.621,W,0
6/10/2005,22:22:47,25.934,N,85.627,W,0
6/10/2005,22:24:47,25.941,N,85.632,W,0
6/10/2005,22:26:47,25.947,N,85.638,W,0
6/10/2005,22:28:48,25.954,N,85.643,W,0
6/10/2005,22:30:48,25.96,N,85.649,W,0
6/10/2005,22:32:48,25.967,N,85.654,W,0
6/10/2005,22:34:48,25.974,N,85.66,W,0
6/10/2005,22:36:48,25.98,N,85.665,W,0
6/10/2005,22:38:48,25.987,N,85.671,W,0
6/10/2005,22:40:48,25.993,N,85.677,W,0
6/10/2005,22:42:47,26,N,85.682,W,0
6/10/2005,22:44:47,26.006,N,85.688,W,0
6/10/2005,22:46:47,26.013,N,85.694,W,0
6/10/2005,22:48:47,26.019,N,85.699,W,0
6/10/2005,22:50:47,26.026,N,85.705,W,0
6/10/2005,22:52:47,26.032,N,85.711,W,0
6/10/2005,22:54:47,26.039,N,85.716,W,0
6/10/2005,22:56:47,26.045,N,85.722,W,0
6/10/2005,22:58:48,26.052,N,85.728,W,0
6/10/2005,23:00:48,26.058,N,85.734,W,0
6/10/2005,23:02:48,26.065,N,85.74,W,0
6/10/2005,23:04:48,26.071,N,85.745,W,0
6/10/2005,23:06:48,26.078,N,85.751,W,0
6/10/2005,23:08:48,26.084,N,85.757,W,0
6/10/2005,23:10:48,26.09,N,85.763,W,0
